# gene name                          KO     thrshld  score   E-value KO definition
#----------------------------------- ------ ------- ------ --------- ---------------------
  lcl|LN828718.1_prot_CFW92770.1_27  K04427  336.40  178.4   1.2e-54 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  KLL04571.1                         K05109 1729.80   56.2   6.6e-18 Eph receptor A8 [EC:2.7.10.1]
  KLL04571.1                         K04440  469.10   56.2   9.5e-18 mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]
  KLL04571.1                         K02449  538.17   55.8   1.4e-17 cyclin-dependent kinase 10 [EC:2.7.11.22]
  KLL04571.1                         K16316  164.93   55.6     1e-17 serine/threonine-protein kinase 31 [EC:2.7.11.1]
  KLL04571.1                         K12378  539.90   55.5   1.6e-17 tyrosine-protein kinase receptor torso [EC:2.7.10.1]
  KLL04571.1                         K04675  799.30   55.4   1.7e-17 activin receptor type-1 [EC:2.7.11.30]
  KLL04571.1                         K04431  520.90   55.4   2.2e-17 mitogen-activated protein kinase kinase 7 [EC:2.7.12.2]
  KLL04571.1                         K20718  728.30   55.3   1.2e-17 LRR receptor-like serine/threonine-protein kinase ERECTA [EC:2.7.11.1]
  KLL04571.1                         K05116 1033.10   55.1   1.4e-17 TYRO3 protein tyrosine kinase 3 [EC:2.7.10.1]
  KLL04571.1                         K08824  364.10   54.9   2.4e-17 cyclin-dependent kinase-like [EC:2.7.11.22]
  KLL04571.1                         K05091 1222.23   54.6     2e-17 proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]
  KLL04571.1                         K17544  149.63   54.5   2.2e-17 TBC domain-containing protein kinase-like protein
  KLL04571.1                         K04444  744.80   54.5     4e-17 mitogen-activated protein kinase-activated protein kinase 3 [EC:2.7.11.1]
  KLL04571.1                         K08845 1064.63   54.2   4.3e-17 A-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
  KLL04571.1                         K05734  905.43   53.5   8.3e-17 p21-activated kinase 4 [EC:2.7.11.1]
  KLL04571.1                         K05688  215.63   53.2   8.8e-17 PTEN induced putative kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K11230 1073.20   53.1   5.3e-17 mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
  KLL04571.1                         K16312  267.73   52.8   1.2e-16 serine/threonine-protein kinase 40 [EC:2.7.11.1]
  KLL04571.1                         K04433  682.07   52.5   1.7e-16 mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]
  KLL04571.1                         K08803  370.43   52.2   1.4e-16 death-associated protein kinase [EC:2.7.11.1]
  KLL04571.1                         K17531 1871.17   52.1   1.6e-17 obscurin-RhoGEF [EC:2.7.11.1]
  KLL04571.1                         K18639       -   52.0   1.2e-16 serine/threonine-protein kinase KCC4 [EC:2.7.11.1]
  KLL04571.1                         K20537  745.33   52.0     2e-16 mitogen-activated protein kinase 7/14 [EC:2.7.11.24]
  KLL04571.1                         K19009  748.07   52.0   1.9e-16 serine/threonine-protein kinase SIK3 [EC:2.7.11.1]
  KLL04571.1                         K13418 1181.47   51.3   2.6e-16 somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
  KLL04571.1                         K23785  433.00   51.2   3.4e-16 serine/threonine-protein kinase RCK2 [EC:2.7.11.1]
  KLL04571.1                         K04430  528.60   51.2   4.4e-16 mitogen-activated protein kinase kinase 4 [EC:2.7.12.2]
  KLL04571.1                         K05744  984.60   51.1   2.7e-16 LIM domain kinase 2 [EC:2.7.11.1]
  KLL04571.1                         K08814  435.07   51.0   6.3e-16 tribbles homolog 1/2
  KLL04571.1                         K06103  772.40   51.0   2.6e-16 calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1]
  KLL04571.1                         K08809  702.27   50.6   1.4e-16 striated muscle-specific serine/threonine protein kinase [EC:2.7.11.1]
  KLL04571.1                         K19852  485.30   50.5   5.1e-16 serine/threonine protein kinase KIN1/2 [EC:2.7.11.1]
  KLL04571.1                         K05083 1868.43   50.5   3.6e-16 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]
  KLL04571.1                         K04468  446.33   50.5   5.7e-16 nemo like kinase [EC:2.7.11.24]
  KLL04571.1                         K08830  395.40   49.8     1e-15 renal tumor antigen [EC:2.7.11.22]
  KLL04571.1                         K08897 1641.07   49.7   5.8e-16 Eph receptor A10 [EC:2.7.10.1]
  KLL04571.1                         K08828  853.10   49.7   1.4e-15 intestinal cell (MAK-like) kinase [EC:2.7.11.22]
  KLL04571.1                         K15562  535.93   49.4   1.4e-15 serine/threonine-protein kinase BUR1 [EC:2.7.11.22 2.7.11.23]
  KLL04571.1                         K12320  852.17   49.4   6.9e-16 heat-stable enterotoxin receptor [EC:4.6.1.2]
  KLL04571.1                         K13872  967.63   49.3   1.3e-15 solute carrier family 7 (L-type amino acid transporter), member 6
  KLL04571.1                         K18873  979.43   49.2   1.6e-15 pathogen-induced protein kinase
  KLL04571.1                         K13429  476.50   49.2   1.3e-15 chitin elicitor receptor kinase 1
  KLL04571.1                         K16311  863.40   48.9   1.9e-15 serine/threonine-protein kinase SIK2 [EC:2.7.11.1]
  KLL04571.1                         K05114 1583.47   48.9   8.3e-16 Eph receptor B6 [EC:2.7.10.1]
  KLL04571.1                         K02218  610.53   48.7   2.2e-15 casein kinase 1 [EC:2.7.11.1]
  KLL04571.1                         K20538  916.27   48.6     2e-15 mitogen-activated protein kinase 8 [EC:2.7.11.24]
  KLL04571.1                         K12321 1897.03   48.5   8.2e-16 guanylate cyclase 2D/E [EC:4.6.1.2]
  KLL04571.1                         K04464  640.93   48.5   2.3e-15 mitogen-activated protein kinase 7 [EC:2.7.11.24]
  KLL04571.1                         K19690 1810.70   48.4   7.5e-16 osomolarity two-component system, sensor histidine kinase CHK1 [EC:2.7.13.3]
  KLL04571.1                         K08898  797.73   48.3   1.7e-15 lemur tyrosine kinase 2 [EC:2.7.10.1]
  KLL04571.1                         K20715  643.33   48.1     2e-15 phototropin [EC:2.7.11.1]
  KLL04571.1                         K08821  642.70   47.7   4.8e-15 cyclin-dependent kinase 14 [EC:2.7.11.22]
  KLL04571.1                         K05112 1866.10   47.6   2.3e-15 Eph receptor B3 [EC:2.7.10.1]
  KLL04571.1                         K17541  308.17   47.5   3.2e-15 SCY1-like protein 2
  KLL04571.1                         K05086 2196.93   47.5   2.3e-15 insulin receptor-related receptor [EC:2.7.10.1]
  KLL04571.1                         K05735  855.63   47.4   5.8e-15 p21-activated kinase 6 [EC:2.7.11.1]
  KLL04571.1                         K05098 1699.20   47.4   2.7e-15 kinase insert domain protein receptor [EC:2.7.10.1]
  KLL04571.1                         K05097 1718.77   47.4   2.3e-15 FMS-like tyrosine kinase 4 [EC:2.7.10.1]
  KLL04571.1                         K08293  521.07   47.3   5.3e-15 sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
  KLL04571.1                         K14958 1216.70   47.2   4.3e-15 kinase suppressor of Ras 1
  KLL04571.1                         K06668 1147.10   47.0   4.4e-15 serine/threonine-protein kinase GIN4 [EC:2.7.11.-]
  KLL04571.1                         K08832  290.67   46.9   6.7e-15 serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]
  KLL04571.1                         K06667  261.43   46.2   1.2e-14 serine/threonine-protein kinase CAK1 [EC:2.7.11.22]
  KLL04571.1                         K13578  850.23   46.1   1.3e-14 bone morphogenetic protein receptor type-1B [EC:2.7.11.30]
  KLL04571.1                         K20839  379.13   46.0   9.3e-15 ribosomal protein S6 kinase-like
  KLL04571.1                         K04674  881.23   46.0   1.3e-14 TGF-beta receptor type-1 [EC:2.7.11.30]
  KLL04571.1                         K08827  383.50   45.8   1.4e-14 serine/threonine-protein kinase PRP4 [EC:2.7.11.1]
  KLL04571.1                         K05113 1587.17   45.7     9e-15 Eph receptor B4 [EC:2.7.10.1]
  KLL04571.1                         K18680       -   45.6   1.6e-14 mitosis inducer protein kinase Cdr1 [EC:2.7.11.1]
  KLL04571.1                         K20714  507.73   45.5   2.5e-14 serine/threonine-protein kinase OXI1 [EC:2.7.11.1]
  KLL04571.1                         K19603  432.80   45.5     2e-14 mitogen-activated protein kinase 15 [EC:2.7.11.24]
  KLL04571.1                         K16224 1717.17   45.5   1.3e-14 senescence-induced receptor-like serine/threonine-protein kinase
  KLL04571.1                         K02208  382.77   45.5   1.5e-14 cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23]
  KLL04571.1                         K15594  619.87   45.4   2.1e-14 cyclin-dependent kinase 15 [EC:2.7.11.22]
  KLL04571.1                         K14758  625.37   45.2   2.7e-14 casein kinase I homolog HRR25 [EC:2.7.11.1]
  KLL04571.1                         K15595  922.37   45.1   3.2e-14 cyclin-dependent kinase 17 [EC:2.7.11.22]
  KLL04571.1                         K04372  329.73   45.1   2.4e-14 MAP kinase interacting serine/threonine kinase [EC:2.7.11.1]
  KLL04571.1                         K04442  440.73   45.0   3.2e-14 mitogen-activated protein kinase-activated protein kinase 5 [EC:2.7.11.1]
  KLL04571.1                         K11715 1499.80   44.9   1.6e-14 serine/threonine-protein kinase/endoribonuclease IRE2 [EC:2.7.11.1 3.1.26.-]
  KLL04571.1                         K02090  549.50   44.8     3e-14 cyclin-dependent kinase 5 [EC:2.7.11.22]
  KLL04571.1                         K04563  550.10   43.9     7e-14 cyclin-dependent kinase [EC:2.7.11.22]
  KLL04571.1                         K23880  422.40   43.8   3.1e-14 reticulophagy regulator
  KLL04571.1                         K14949  372.43   43.5   5.5e-14 serine/threonine-protein kinase PknG [EC:2.7.11.1]
  KLL04571.1                         K16309  295.80   43.3   7.3e-14 serine/threonine-protein kinase greatwall [EC:2.7.11.1]
  KLL04571.1                         K08791  663.47   43.3   7.5e-14 serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]
  KLL04571.1                         K13417 1377.10   43.1   8.7e-14 somatic embryogenesis receptor kinase 4 [EC:2.7.10.1 2.7.11.1]
  KLL04571.1                         K05736  921.63   43.1   1.2e-13 p21-activated kinase 5 [EC:2.7.11.1]
  KLL04571.1                         K17540  185.33   42.8   8.8e-14 inactive serine/threonine-protein kinase TEX14
  KLL04571.1                         K12765  457.20   42.6   1.6e-13 meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]
  KLL04571.1                         K05410  855.87   42.6   1.5e-13 TANK-binding kinase 1 [EC:2.7.11.10]
  KLL04571.1                         K11889  322.30   42.1   2.7e-13 type VI secretion system protein ImpN [EC:2.7.11.1]
  KLL04571.1                         K19439  627.80   41.7   3.2e-13 Simplexvirus serine/threonine-protein kinase US3 [EC:2.7.11.1]
  KLL04571.1                         K18670  509.53   41.5   2.5e-13 dual specificity protein kinase YAK1 [EC:2.7.12.1]
  KLL04571.1                         K05085 1694.53   41.3   1.6e-13 receptor tyrosine-protein kinase erbB-4 [EC:2.7.10.1]
  KLL04571.1                         K04415  575.90   41.3   3.4e-13 mitogen-activated protein kinase kinase kinase 8 [EC:2.7.11.25]
  KLL04571.1                         K05092  886.30   41.0   3.1e-13 fms-related tyrosine kinase 3 [EC:2.7.10.1]
  KLL04571.1                         K15596  929.37   40.9   4.4e-13 cyclin-dependent kinase 18 [EC:2.7.11.22]
  KLL04571.1                         K08826  437.10   39.5     1e-12 homeodomain interacting protein kinase [EC:2.7.11.1]
  KLL04571.1                         K19763       -   39.4   1.7e-12 dual specificity mitogen-activated protein kinase kinase JKK-1 [EC:2.7.12.2]
  KLL04571.1                         K17546  204.03   39.4   9.4e-13 serine/threonine kinase-like domain-containing protein STKLD1
  KLL04571.1                         K08957  608.23   39.4   1.5e-12 casein kinase 1, alpha [EC:2.7.11.1]
  KLL04571.1                         K06228  325.07   39.4   8.8e-13 fused [EC:2.7.11.1]
  KLL04571.1                         K02214  174.20   39.2   1.5e-12 cell division control protein 7 [EC:2.7.11.1]
  KLL04571.1                         K11227  509.90   38.7     3e-12 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  KLL04571.1                         K08801  389.03   38.6   1.5e-12 PAS domain containing serine/threonine kinase [EC:2.7.11.1]
  KLL04571.1                         K04369  790.80   38.6   1.9e-12 mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]
  KLL04571.1                         K17532  548.10   37.8   4.3e-12 STE20-related kinase adapter protein beta
  KLL04571.1                         K08820  945.17   37.8   4.5e-12 cyclin-dependent kinase 16 [EC:2.7.11.22]
  KLL04571.1                         K04731  594.70   37.0   6.5e-12 interleukin-1 receptor-associated kinase 2 [EC:2.7.11.1]
  KLL04571.1                         K08812  486.27   36.9   8.5e-12 CaM kinase-like vesicle-associated [EC:2.7.11.-]
  KLL04571.1                         K01165  361.40   36.6     7e-12 ribonuclease L
  KLL04571.1                         K04388  428.90   36.2     1e-11 TGF-beta receptor type-2 [EC:2.7.11.30]
  KLL04571.1                         K04413 2378.67   35.9   6.9e-12 misshapen/NIK-related kinase [EC:2.7.11.1]
  KLL04571.1                         K15486  890.10   35.3   2.1e-11 serine/threonine-protein kinase LegK1 [EC:2.7.1.-]
  KLL04571.1                         K05084 1716.83   35.2   1.1e-11 receptor tyrosine-protein kinase erbB-3 [EC:2.7.10.1]
  KLL04571.1                         K08853  455.07   35.0     3e-11 AP2-associated kinase [EC:2.7.11.1]
  KLL04571.1                         K08833 1382.47   35.0   2.2e-11 mitogen-activated protein kinase kinase kinase kinase 5 [EC:2.7.11.1]
  KLL04571.1                         K13436  422.80   34.9   3.3e-11 pto-interacting protein 1 [EC:2.7.11.1]
  KLL04571.1                         K03097  235.13   34.7   3.8e-11 casein kinase II subunit alpha [EC:2.7.11.1]
  KLL04571.1                         K12766  616.83   34.6     4e-11 serine/threonine-protein kinase MDS1/RIM11 [EC:2.7.11.1]
  KLL04571.1                         K06070  315.80   34.5   3.2e-11 protein kinase D [EC:2.7.11.13]
  KLL04571.1                         K22009  591.37   34.1   6.2e-11 protein kinase MCK1
  KLL04571.1                         K13975       -   34.0     3e-11 phagosome-associated TMK96
  KLL04571.1                         K04406 1463.17   34.0   4.7e-11 mitogen-activated protein kinase kinase kinase kinase 3 [EC:2.7.11.1]
  KLL04571.1                         K06855  466.57   33.9   6.6e-11 mitogen-activated protein kinase 4/6 [EC:2.7.11.24]
  KLL04571.1                         K04414 1295.60   33.8   4.4e-11 mitogen-activated protein kinase kinase kinase kinase 2 [EC:2.7.11.1]
  KLL04571.1                         K00907  504.57   33.7   5.8e-11 myosin-light-chain kinase [EC:2.7.11.18]
  KLL04571.1                         K04672  555.77   33.5   7.6e-11 anti-mullerian hormone receptor type-2 [EC:2.7.11.30]
  KLL04571.1                         K19518  466.23   33.0   1.6e-10 tribbles homolog 3
  KLL04571.1                         K04732  358.90   32.6   1.4e-10 interleukin-1 receptor-associated kinase 3 [EC:2.7.11.1]
  KLL04571.1                         K12767  642.33   32.3   9.9e-11 serine/threonine-protein kinase RIM15 [EC:2.7.11.1]
  KLL04571.1                         K05118 1206.73   32.2   1.3e-10 leukocyte tyrosine kinase [EC:2.7.10.1]
  KLL04571.1                         K04670  915.00   32.0     2e-10 activin receptor type-2A [EC:2.7.11.30]
  KLL04571.1                         K16307  885.13   31.6   1.1e-10 serine/threonine-protein kinase MRCK [EC:2.7.11.1]
  KLL04571.1                         K08959  806.60   31.0   5.6e-10 casein kinase 1, delta [EC:2.7.11.1]
  KLL04571.1                         K23561  779.00   30.9   5.6e-10 dual specificity protein kinase CLK1/4 [EC:2.7.12.1]
  KLL04571.1                         K06686  884.53   30.9     5e-10 cell cycle protein kinase DBF20 [EC:2.7.11.-]
  KLL04571.1                         K19847       -   30.6   7.7e-10 MPK-like protein 1
  KLL04571.1                         K17543  125.07   29.8   1.2e-09 PX domain-containing protein kinase-like protein
  KLL04571.1                         K16313 2270.50   29.7   4.9e-10 Nik-related protein kinase [EC:2.7.11.1]
  KLL04571.1                         K08825  531.53   29.5   1.1e-09 dual specificity tyrosine-phosphorylation-regulated kinase 1 [EC:2.7.12.1]
  KLL04571.1                         K14502  782.23   28.8   2.2e-09 protein brassinosteroid insensitive 2 [EC:2.7.11.1]
